"draw","source","richness","abundance","even","hill1","hill2"
46,"feasible",5,50,0.7616,4.52462056135611,4.19463087248322
47,"feasible",5,50,0.6824,3.72672036450258,3.14861460957179
48,"feasible",5,50,0.6176,3.31119463110967,2.61506276150628
49,"feasible",5,50,0.7536,4.34256917905238,4.05844155844156
50,"feasible",5,50,0.7432,4.3890598747121,3.89408099688473
51,"feasible",5,50,0.6176,3.30872836967476,2.61506276150628
52,"feasible",5,50,0.776,4.68934047109239,4.46428571428571
53,"feasible",5,50,0.6824,3.7423088361751,3.14861460957179
54,"feasible",5,50,0.7776,4.72902226199463,4.49640287769784
55,"feasible",5,50,0.6792,3.52885695539882,3.11720698254364
56,"feasible",5,50,0.7736,4.67900835623685,4.41696113074205
57,"feasible",5,50,0.72,3.93113415463239,3.57142857142857
58,"feasible",5,50,0.7736,4.64740666578021,4.41696113074205
59,"feasible",5,50,0.5712,2.70786305144802,2.33208955223881
60,"feasible",5,50,0.5048,2.77281577745164,2.01938610662359
61,"feasible",5,50,0.6544,3.5461700664102,2.89351851851852
62,"feasible",5,50,0.4584,2.59750147750228,1.84638109305761
63,"feasible",5,50,0.748,4.28800662364505,3.96825396825397
64,"feasible",5,50,0.752,4.46259918278861,4.03225806451613
65,"feasible",5,50,0.6056,3.19857718455455,2.53549695740365
66,"feasible",5,50,0.6496,3.41735159957055,2.85388127853881
67,"feasible",5,50,0.732,4.08312768798694,3.73134328358209
68,"feasible",5,50,0.744,4.38358556649157,3.90625
69,"feasible",5,50,0.4968,2.66437095047096,1.9872813990461
70,"feasible",5,50,0.5744,2.94557407027167,2.34962406015038
71,"feasible",5,50,0.6448,3.32776632182061,2.81531531531532
72,"feasible",5,50,0.748,4.37421588074323,3.96825396825397
73,"feasible",5,50,0.7248,4.08834565973418,3.63372093023256
74,"feasible",5,50,0.7672,4.59146867957611,4.29553264604811
75,"feasible",5,50,0.7264,4.04526106350837,3.65497076023392
76,"feasible",5,50,0.5712,3.10983164171438,2.33208955223881
77,"feasible",5,50,0.6872,3.64476684144227,3.19693094629156
78,"feasible",5,50,0.4704,2.50146207161729,1.88821752265861
79,"feasible",5,50,0.7144,4.05733739412417,3.50140056022409
80,"feasible",5,50,0.3888,2.12114725454603,1.63612565445026
81,"feasible",5,50,0.744,4.16129445521496,3.90625
82,"feasible",5,50,0.6888,3.9082167543602,3.2133676092545
83,"feasible",5,50,0.4664,2.47765009674871,1.87406296851574
84,"feasible",5,50,0.6112,3.40664154788975,2.57201646090535
85,"feasible",5,50,0.6536,3.48175277840075,2.88683602771363
86,"feasible",5,50,0.6856,3.76457679392939,3.18066157760814
87,"feasible",5,50,0.572,3.16030033126805,2.33644859813084
88,"feasible",5,50,0.6112,3.25160256921526,2.57201646090535
89,"feasible",5,50,0.6432,3.25005050762728,2.80269058295964
90,"feasible",5,50,0.5712,3.14072439503633,2.33208955223881
91,"feasible",5,50,0.6512,3.46170574756345,2.86697247706422
92,"feasible",5,50,0.652,3.52631555251259,2.8735632183908
93,"feasible",5,50,0.7328,4.30162029272801,3.74251497005988
94,"feasible",5,50,0.7016,3.83847506705688,3.35120643431635
95,"feasible",5,50,0.7752,4.71548384923377,4.44839857651246
96,"feasible",5,50,0.7104,3.82776324750562,3.45303867403315
97,"feasible",5,50,0.7376,4.30546496432566,3.8109756097561
98,"feasible",5,50,0.6504,3.68260889986519,2.8604118993135
99,"feasible",5,50,0.6336,3.28214172193971,2.7292576419214
100,"feasible",5,50,0.7376,4.21187941617486,3.8109756097561
101,"feasible",5,50,0.7488,4.40049563528283,3.98089171974522
102,"feasible",5,50,0.6272,3.47719926310776,2.68240343347639
103,"feasible",5,50,0.5328,2.99378841153254,2.14041095890411
104,"feasible",5,50,0.6432,3.50680585162408,2.80269058295964
105,"feasible",5,50,0.6664,3.67857953695122,2.99760191846523
106,"feasible",5,50,0.4872,2.78612565990068,1.95007800312013
107,"feasible",5,50,0.7456,4.32867115914791,3.93081761006289
108,"feasible",5,50,0.5664,2.81700091812102,2.30627306273063
109,"feasible",5,50,0.6272,3.1359409763986,2.68240343347639
110,"feasible",5,50,0.6184,3.35280650858176,2.62054507337526
111,"feasible",5,50,0.696,3.78772461281507,3.28947368421053
112,"feasible",5,50,0.7904,4.88090331286371,4.77099236641221
113,"feasible",5,50,0.6152,3.46783294847403,2.5987525987526
114,"feasible",5,50,0.5304,2.95165966067058,2.12947189097104
115,"feasible",5,50,0.6504,3.3825677366333,2.8604118993135
116,"feasible",5,50,0.76,4.54978771822005,4.16666666666667
117,"feasible",5,50,0.5264,2.86043216587361,2.11148648648649
118,"feasible",5,50,0.7392,4.35933311826282,3.83435582822086
119,"feasible",5,50,0.708,3.98686816263245,3.42465753424658
120,"feasible",5,50,0.6472,3.5091195455835,2.83446712018141
121,"feasible",5,50,0.772,4.58476404154006,4.3859649122807
122,"feasible",5,50,0.7288,4.15656746988441,3.68731563421829
123,"feasible",5,50,0.6896,3.82558628947686,3.22164948453608
124,"feasible",5,50,0.7744,4.72369604275378,4.43262411347518
125,"feasible",5,50,0.6432,3.40591769732478,2.80269058295964
126,"feasible",5,50,0.4304,2.44268816325424,1.75561797752809
127,"feasible",5,50,0.7488,4.48432068240812,3.98089171974522
128,"feasible",5,50,0.7184,4.00831374245779,3.55113636363636
129,"feasible",5,50,0.7528,4.336778654287,4.0453074433657
130,"feasible",5,50,0.6856,3.88603143235037,3.18066157760814
131,"feasible",5,50,0.5768,2.94888146968218,2.36294896030246
132,"feasible",5,50,0.692,3.83056476817207,3.24675324675325
133,"feasible",5,50,0.7336,4.23978309020865,3.75375375375375
134,"feasible",5,50,0.7192,4.1142500071677,3.56125356125356
135,"feasible",5,50,0.6024,3.1154220208151,2.51509054325956
136,"feasible",5,50,0.6768,3.69753779033671,3.09405940594059
137,"feasible",5,50,0.7464,4.32174364253743,3.94321766561514
138,"feasible",5,50,0.6816,3.62081838991148,3.14070351758794
139,"feasible",5,50,0.6056,3.1813147317606,2.53549695740365
140,"feasible",5,50,0.7352,4.184572120462,3.77643504531722
141,"feasible",5,50,0.7376,4.26235175388208,3.8109756097561
142,"feasible",5,50,0.5304,2.95165966067058,2.12947189097104
143,"feasible",5,50,0.748,4.37421588074323,3.96825396825397
144,"feasible",5,50,0.7064,3.89232269237736,3.40599455040872
145,"feasible",5,50,0.6232,3.16418775871143,2.65392781316348
146,"feasible",5,50,0.7064,3.79804793998662,3.40599455040872
147,"feasible",5,50,0.6856,3.65151807505823,3.18066157760814
148,"feasible",5,50,0.4552,2.5299728082808,1.83553597650514
149,"feasible",5,50,0.668,3.68292786080846,3.01204819277108
150,"feasible",5,50,0.508,2.84197802267442,2.03252032520325
151,"feasible",5,50,0.5752,3.20354813445437,2.35404896421846
152,"feasible",5,50,0.7128,3.84555907771258,3.48189415041783
153,"feasible",5,50,0.7664,4.56047007469451,4.28082191780822
154,"feasible",5,50,0.7752,4.61557530617534,4.44839857651246
155,"feasible",5,50,0.7264,3.97090497024947,3.65497076023392
156,"feasible",5,50,0.7232,4.08940884479789,3.61271676300578
157,"feasible",5,50,0.6096,3.31721457049539,2.56147540983607
158,"feasible",5,50,0.7152,3.89331244347595,3.51123595505618
159,"feasible",5,50,0.6904,3.88915841389477,3.22997416020672
160,"feasible",5,50,0.7504,4.3194017136118,4.00641025641026
161,"feasible",5,50,0.6456,3.31738050722869,2.82167042889391
162,"feasible",5,50,0.6872,3.64476684144227,3.19693094629156
163,"feasible",5,50,0.6704,3.50589413461455,3.03398058252427
164,"feasible",5,50,0.7744,4.64930416134081,4.43262411347518
165,"feasible",5,50,0.652,3.71620124069129,2.8735632183908
166,"feasible",5,50,0.6744,3.4949055807498,3.07125307125307
167,"feasible",5,50,0.5656,3.05563554077521,2.30202578268877
168,"feasible",5,50,0.7648,4.51905785536668,4.25170068027211
169,"feasible",5,50,0.6352,3.2089843309628,2.74122807017544
170,"feasible",5,50,0.5448,2.93481525536165,2.19683655536028
171,"feasible",5,50,0.6432,3.19824829239069,2.80269058295964
172,"feasible",5,50,0.7368,4.25210663776075,3.79939209726444
173,"feasible",5,50,0.588,3.17485816848878,2.42718446601942
174,"feasible",5,50,0.5328,2.65939365891965,2.14041095890411
175,"feasible",5,50,0.3944,2.19684225390657,1.65125495376486
176,"feasible",5,50,0.6904,3.67535660061031,3.22997416020672
177,"feasible",5,50,0.5624,3.02236112189548,2.28519195612431
178,"feasible",5,50,0.7384,4.32658274860298,3.82262996941896
179,"feasible",5,50,0.6968,3.8648820894812,3.29815303430079
180,"feasible",5,50,0.6736,3.55851190252868,3.06372549019608
181,"feasible",5,50,0.7744,4.68943926313576,4.43262411347518
182,"feasible",5,50,0.7416,4.38209780995238,3.86996904024768
183,"feasible",5,50,0.6128,3.4057558720993,2.58264462809917
184,"feasible",5,50,0.6784,3.78810545480587,3.10945273631841
185,"feasible",5,50,0.6496,3.55300824385643,2.85388127853881
186,"feasible",5,50,0.6952,3.88900610799236,3.28083989501312
187,"feasible",5,50,0.7536,4.40606701727759,4.05844155844156
188,"feasible",5,50,0.7288,4.10297090786699,3.68731563421829
189,"feasible",5,50,0.6448,3.41732706105276,2.81531531531532
190,"feasible",5,50,0.7072,3.91689612399899,3.41530054644809
191,"feasible",5,50,0.4328,2.47745817069066,1.76304654442877
192,"feasible",5,50,0.6984,3.86108268688719,3.31564986737401
193,"feasible",5,50,0.2856,1.88466689161077,1.39977603583427
194,"feasible",5,50,0.7536,4.24044040749938,4.05844155844156
195,"feasible",5,50,0.7616,4.51931977873548,4.19463087248322
196,"feasible",5,50,0.6032,2.98493054161894,2.52016129032258
197,"feasible",5,50,0.6936,3.79487128241721,3.26370757180157
198,"feasible",5,50,0.764,4.43896061961782,4.23728813559322
199,"feasible",5,50,0.7488,4.32302228325796,3.98089171974522
200,"feasible",5,50,0.6984,3.74378724749563,3.315649867374
201,"feasible",5,50,0.6408,3.52788034660237,2.78396436525612
202,"feasible",5,50,0.7416,4.36833392577821,3.86996904024768
203,"feasible",5,50,0.7224,4.13318925547016,3.60230547550432
204,"feasible",5,50,0.7032,3.81546730117981,3.36927223719676
205,"feasible",5,50,0.6992,3.88741182062161,3.32446808510638
206,"feasible",5,50,0.6624,3.74520948618797,2.96208530805687
207,"feasible",5,50,0.7032,3.76296759895848,3.36927223719677
208,"feasible",5,50,0.6696,3.55771393197971,3.02663438256659
209,"feasible",5,50,0.7328,4.11097097021367,3.74251497005988
210,"feasible",5,50,0.7576,4.44796619432681,4.12541254125412
211,"feasible",5,50,0.7224,4.11221625085897,3.60230547550432
212,"feasible",5,50,0.7208,4.00696358964228,3.58166189111748
213,"feasible",5,50,0.6216,3.4237200184209,2.64270613107822
214,"feasible",5,50,0.6816,3.58092804502744,3.14070351758794
215,"feasible",5,50,0.7392,4.30123244328746,3.83435582822086
216,"feasible",5,50,0.7304,4.20741766471465,3.70919881305638
217,"feasible",5,50,0.6528,3.72687065827547,2.88018433179723
218,"feasible",5,50,0.748,4.3420627530973,3.96825396825397
219,"feasible",5,50,0.6776,3.67936805679233,3.10173697270471
220,"feasible",5,50,0.7672,4.53214410671263,4.29553264604811
221,"feasible",5,50,0.7528,4.336778654287,4.0453074433657
222,"feasible",5,50,0.7096,3.87131116776033,3.4435261707989
223,"feasible",5,50,0.312,1.91915075756764,1.45348837209302
224,"feasible",5,50,0.7392,4.40760153684584,3.83435582822086
225,"feasible",5,50,0.6248,3.23147029282692,2.66524520255864
226,"feasible",5,50,0.672,3.7244175154022,3.04878048780488
227,"feasible",5,50,0.6448,3.32776632182061,2.81531531531532
228,"feasible",5,50,0.7072,3.9754544149657,3.41530054644809
229,"feasible",5,50,0.7336,4.09442952048136,3.75375375375375
230,"feasible",5,50,0.732,4.1495310102421,3.73134328358209
231,"feasible",5,50,0.6704,3.6567439080811,3.03398058252427
232,"feasible",5,50,0.7648,4.57730787912605,4.25170068027211
233,"feasible",5,50,0.7528,4.41111696051681,4.0453074433657
234,"feasible",5,50,0.7264,4.23181501369373,3.65497076023392
235,"feasible",5,50,0.764,4.60910259357669,4.23728813559322
236,"feasible",5,50,0.7384,4.30202253674347,3.82262996941896
237,"feasible",5,50,0.48,2.64860120987389,1.92307692307692
238,"feasible",5,50,0.656,3.43685149429103,2.90697674418605
239,"feasible",5,50,0.652,3.42288751927011,2.8735632183908
240,"feasible",5,50,0.5104,2.88745875441948,2.04248366013072
241,"feasible",5,50,0.7768,4.7050711143924,4.48028673835125
242,"feasible",5,50,0.6816,3.89269946671183,3.14070351758794
243,"feasible",5,50,0.7848,4.81000138970866,4.64684014869888
244,"feasible",5,50,0.7632,4.55277771404731,4.22297297297297
245,"feasible",5,50,0.6504,3.25021076965085,2.8604118993135
246,"feasible",5,50,0.7056,3.85562332887526,3.39673913043478
247,"feasible",5,50,0.7696,4.64721823132475,4.34027777777778
248,"feasible",5,50,0.6984,3.7545444582207,3.31564986737401
249,"feasible",5,50,0.7368,4.10158988091653,3.79939209726444
250,"feasible",5,50,0.7336,4.16403524048774,3.75375375375375
251,"feasible",5,50,0.7616,4.50922246952575,4.19463087248322
252,"feasible",5,50,0.7448,4.31086217902316,3.91849529780564
253,"feasible",5,50,0.5456,2.69924682064975,2.20070422535211
254,"feasible",5,50,0.7032,3.85318165544913,3.36927223719677
255,"feasible",5,50,0.5256,2.85710898852541,2.1079258010118
256,"feasible",5,50,0.7872,4.8373486681069,4.69924812030075
257,"feasible",5,50,0.5456,2.69924682064975,2.20070422535211
258,"feasible",5,50,0.2832,1.84307751109411,1.39508928571429
259,"feasible",5,50,0.748,4.37421588074323,3.96825396825397
260,"feasible",5,50,0.76,4.50320012840204,4.16666666666667
261,"feasible",5,50,0.4768,2.60839539497742,1.91131498470948
262,"feasible",5,50,0.6984,3.82495041395489,3.31564986737401
263,"feasible",5,50,0.6856,3.76457679392939,3.18066157760814
264,"feasible",5,50,0.6264,3.28380292666282,2.67665952890792
265,"feasible",5,50,0.6968,3.7530922038408,3.29815303430079
266,"feasible",5,50,0.6984,4.05556770532974,3.31564986737401
267,"feasible",5,50,0.7392,4.33525908199173,3.83435582822086
268,"feasible",5,50,0.6744,3.7010385777129,3.07125307125307
269,"feasible",5,50,0.7472,4.37410352212816,3.95569620253165
270,"feasible",5,50,0.6904,3.76442936685012,3.22997416020672
271,"feasible",5,50,0.6824,3.7423088361751,3.14861460957179
272,"feasible",5,50,0.6912,3.89891901717601,3.23834196891192
273,"feasible",5,50,0.6016,3.28286803252365,2.51004016064257
274,"feasible",5,50,0.6864,3.46014260198341,3.18877551020408
275,"feasible",5,50,0.728,4.31567888032751,3.67647058823529
276,"feasible",5,50,0.7512,4.37124297771443,4.01929260450161
277,"feasible",5,50,0.7032,3.84558510811962,3.36927223719677
278,"feasible",5,50,0.5232,2.85556073700072,2.09731543624161
279,"feasible",5,50,0.784,4.79930231166022,4.62962962962963
280,"feasible",5,50,0.7256,4.18086968167879,3.64431486880466
281,"feasible",5,50,0.7456,4.29995909987118,3.93081761006289
282,"feasible",5,50,0.7232,4.13826368152481,3.61271676300578
283,"feasible",5,50,0.7544,4.46504897520195,4.07166123778502
284,"feasible",5,50,0.7216,3.95818643986786,3.5919540229885
285,"feasible",5,50,0.5592,2.94378714369525,2.26860254083485
286,"feasible",5,50,0.7248,4.05399849827398,3.63372093023256
287,"feasible",5,50,0.4232,2.3438182468247,1.73370319001387
288,"feasible",5,50,0.6688,3.57587813398891,3.01932367149758
289,"feasible",5,50,0.7712,4.64759314406264,4.37062937062937
290,"feasible",5,50,0.7024,3.83917371126124,3.36021505376344
291,"feasible",5,50,0.7688,4.62920471180759,4.32525951557093
292,"feasible",5,50,0.7496,4.35330210513219,3.99361022364217
293,"feasible",5,50,0.7792,4.74501915004819,4.52898550724638
294,"feasible",5,50,0.7096,3.8730294036662,3.4435261707989
295,"feasible",5,50,0.7632,4.60282364003915,4.22297297297297
296,"feasible",5,50,0.788,4.84542701110102,4.71698113207547
297,"feasible",5,50,0.4728,2.57178774268547,1.89681335356601
298,"feasible",5,50,0.6584,3.51440467570359,2.92740046838407
299,"feasible",5,50,0.6904,3.83841942319879,3.22997416020672
300,"feasible",5,50,0.5976,3.02349446647385,2.48508946322068
301,"feasible",5,50,0.7512,4.45267284533313,4.01929260450161
302,"feasible",5,50,0.7624,4.54141325391353,4.20875420875421
303,"feasible",5,50,0.756,4.43568849639168,4.0983606557377
304,"feasible",5,50,0.7296,4.04725263749707,3.69822485207101
305,"feasible",5,50,0.6776,3.62132521420049,3.10173697270471
306,"feasible",5,50,0.7072,4.08306314730585,3.41530054644809
307,"feasible",5,50,0.7568,4.26672045154701,4.11184210526316
308,"feasible",5,50,0.5944,3.18377517510366,2.465483234714
309,"feasible",5,50,0.4824,2.69627896237993,1.93199381761978
310,"feasible",5,50,0.7352,4.35078752742926,3.77643504531722
311,"feasible",5,50,0.772,4.66114980293408,4.3859649122807
312,"feasible",5,50,0.7536,4.40606701727759,4.05844155844156
313,"feasible",5,50,0.7368,4.10158988091653,3.79939209726444
314,"feasible",5,50,0.7456,4.28087755223806,3.93081761006289
315,"feasible",5,50,0.7464,4.38929020512733,3.94321766561514
316,"feasible",5,50,0.6768,3.41268952131983,3.09405940594059
317,"feasible",5,50,0.6,3.41278751846537,2.5
318,"feasible",5,50,0.576,3.23089581318717,2.35849056603774
319,"feasible",5,50,0.5768,3.24726424508567,2.36294896030246
320,"feasible",5,50,0.7504,4.3844802703606,4.00641025641026
321,"feasible",5,50,0.732,4.06954391153871,3.73134328358209
322,"feasible",5,50,0.7256,4.10390956307788,3.64431486880467
323,"feasible",5,50,0.5848,3.17783816107565,2.40847784200385
324,"feasible",5,50,0.6656,3.56691025396276,2.99043062200957
325,"feasible",5,50,0.7576,4.27504573775689,4.12541254125412
326,"feasible",5,50,0.7784,4.72103787258388,4.51263537906137
327,"feasible",5,50,0.7416,4.2373243179513,3.86996904024768
328,"feasible",5,50,0.6624,3.53211735393723,2.96208530805687
329,"feasible",5,50,0.7,4.00066098497206,3.33333333333333
330,"feasible",5,50,0.6496,3.67029669339502,2.85388127853881
331,"feasible",5,50,0.592,3.11351807140736,2.45098039215686
332,"feasible",5,50,0.76,4.52848879290412,4.16666666666667
333,"feasible",5,50,0.6504,3.36431230226143,2.8604118993135
334,"feasible",5,50,0.6632,3.41519726312329,2.96912114014252
335,"feasible",5,50,0.7104,4.0135794368361,3.45303867403315
336,"feasible",5,50,0.7936,4.922850427682,4.84496124031008
337,"feasible",5,50,0.6728,3.63150826255186,3.05623471882641
338,"feasible",5,50,0.6624,3.53211735393723,2.96208530805687
339,"feasible",5,50,0.724,4.01140450038547,3.6231884057971
340,"feasible",5,50,0.784,4.78161043743872,4.62962962962963
341,"feasible",5,50,0.7592,4.38801408967876,4.15282392026578
342,"feasible",5,50,0.5616,2.83906267092573,2.28102189781022
343,"feasible",5,50,0.7336,4.28824345999752,3.75375375375375
344,"feasible",5,50,0.6968,3.83341999625554,3.29815303430079
345,"feasible",5,50,0.62,3.10425366380048,2.63157894736842
346,"feasible",5,50,0.7816,4.75276494641525,4.57875457875458
347,"feasible",5,50,0.6648,3.76735578392696,2.98329355608592
348,"feasible",5,50,0.6824,3.44132988592346,3.14861460957179
349,"feasible",5,50,0.7336,4.23978309020865,3.75375375375375
350,"feasible",5,50,0.7768,4.69717164129342,4.48028673835125
351,"feasible",5,50,0.7448,4.31086217902316,3.91849529780564
352,"feasible",5,50,0.696,3.61867672290964,3.28947368421053
353,"feasible",5,50,0.696,3.88836438916152,3.28947368421053
354,"feasible",5,50,0.716,4.13658008128474,3.52112676056338
355,"feasible",5,50,0.6952,3.88900610799236,3.28083989501312
356,"feasible",5,50,0.6912,3.93022151902428,3.23834196891192
357,"feasible",5,50,0.7384,4.30202253674347,3.82262996941896
358,"feasible",5,50,0.7232,4.08940884479789,3.61271676300578
359,"feasible",5,50,0.6272,3.4999924608929,2.68240343347639
360,"feasible",5,50,0.6368,3.37909016030562,2.75330396475771
361,"feasible",5,50,0.6152,3.3430175602006,2.5987525987526
362,"feasible",5,50,0.7152,4.01316410215838,3.51123595505618
363,"feasible",5,50,0.6712,3.5427758327867,3.04136253041363
364,"feasible",5,50,0.5944,3.32287327295462,2.465483234714
365,"feasible",5,50,0.7696,4.65645545780193,4.34027777777778
366,"feasible",5,50,0.7296,4.04222068924465,3.69822485207101
367,"feasible",5,50,0.6792,3.69551325053919,3.11720698254364
368,"feasible",5,50,0.7416,4.28930546149293,3.86996904024768
369,"feasible",5,50,0.7744,4.64930416134081,4.43262411347518
370,"feasible",5,50,0.432,2.23524850482124,1.76056338028169
371,"feasible",5,50,0.7728,4.59311909998712,4.40140845070423
372,"feasible",5,50,0.376,2.22522604932749,1.6025641025641
373,"feasible",5,50,0.7176,4.01735586552649,3.54107648725212
374,"feasible",5,50,0.6984,3.90924515919242,3.31564986737401
375,"feasible",5,50,0.7424,4.29274712255488,3.88198757763975
376,"feasible",5,50,0.66,3.60404810611157,2.94117647058824
377,"feasible",5,50,0.7608,4.47615034390818,4.18060200668896
378,"feasible",5,50,0.7416,4.25832480638155,3.86996904024768
379,"feasible",5,50,0.6832,3.71978467928699,3.15656565656566
380,"feasible",5,50,0.7272,4.05149549341735,3.66568914956012
381,"feasible",5,50,0.6136,3.30363860292564,2.5879917184265
382,"feasible",5,50,0.6872,3.70442108065614,3.19693094629156
383,"feasible",5,50,0.7,3.71544966211418,3.33333333333333
384,"feasible",5,50,0.5432,2.80916263434171,2.18914185639229
385,"feasible",5,50,0.716,4.05361339979339,3.52112676056338
386,"feasible",5,50,0.564,3.05838728691947,2.29357798165138
387,"feasible",5,50,0.6192,3.07800426085027,2.62605042016807
388,"feasible",5,50,0.712,4.00671615353653,3.47222222222222
389,"feasible",5,50,0.6024,3.05536859114641,2.51509054325956
390,"feasible",5,50,0.7768,4.73052148709976,4.48028673835125
391,"feasible",5,50,0.6976,3.77067519914958,3.30687830687831
392,"feasible",5,50,0.5944,2.95540692387335,2.465483234714
393,"feasible",5,50,0.7256,4.00995030195834,3.64431486880467
394,"feasible",5,50,0.7552,4.42697199422098,4.08496732026144
395,"feasible",5,50,0.5512,3.06027370314891,2.22816399286988
396,"feasible",5,50,0.6616,3.69561853172319,2.95508274231678
397,"feasible",5,50,0.652,3.55428080859108,2.8735632183908
398,"feasible",5,50,0.7416,4.31958775780069,3.86996904024768
399,"feasible",5,50,0.7424,4.28552089383431,3.88198757763975
400,"feasible",5,50,0.66,3.54482341269251,2.94117647058824
401,"feasible",5,50,0.728,4.16770630834306,3.67647058823529
402,"feasible",5,50,0.6264,3.40702431655211,2.67665952890792
403,"feasible",5,50,0.5416,2.92670040604818,2.18150087260035
404,"feasible",5,50,0.7608,4.4103814739073,4.18060200668896
405,"feasible",5,50,0.4848,2.73942804348453,1.94099378881988
406,"feasible",5,50,0.6888,3.7457010991828,3.2133676092545
407,"feasible",5,50,0.6944,3.97603528751726,3.27225130890052
408,"feasible",5,50,0.7072,3.9754544149657,3.41530054644809
409,"feasible",5,50,0.644,3.49506769767257,2.80898876404494
410,"feasible",5,50,0.7048,3.77685541501498,3.38753387533875
411,"feasible",5,50,0.4112,2.18022205449257,1.69836956521739
412,"feasible",5,50,0.7128,4.0381778998273,3.48189415041783
413,"feasible",5,50,0.6488,3.3759674941559,2.84738041002278
414,"feasible",5,50,0.7872,4.85687888397543,4.69924812030075
415,"feasible",5,50,0.6688,3.52067672228447,3.01932367149758
416,"feasible",5,50,0.7176,4.13874458906699,3.54107648725212
417,"feasible",5,50,0.5544,3.10744477172167,2.24416517055655
418,"feasible",5,50,0.7512,4.45267284533313,4.01929260450161
419,"feasible",5,50,0.6624,3.7048934088375,2.96208530805687
420,"feasible",5,50,0.724,3.95599335131565,3.6231884057971
421,"feasible",5,50,0.7704,4.62232500179231,4.35540069686411
422,"feasible",5,50,0.6648,3.76418354476642,2.98329355608592
423,"feasible",5,50,0.732,4.1495310102421,3.73134328358209
424,"feasible",5,50,0.7576,4.27504573775689,4.12541254125412
425,"feasible",5,50,0.6352,3.4170554825741,2.74122807017544
426,"feasible",5,50,0.58,3.05068946331559,2.38095238095238
427,"feasible",5,50,0.768,4.66760730461589,4.31034482758621
428,"feasible",5,50,0.7432,4.25742868014576,3.89408099688473
429,"feasible",5,50,0.7232,4.23307566773463,3.61271676300578
430,"feasible",5,50,0.3768,2.23649953604858,1.60462130937099
431,"feasible",5,50,0.6776,3.62132521420049,3.10173697270471
432,"feasible",5,50,0.7808,4.78815737462084,4.56204379562044
433,"feasible",5,50,0.7096,3.93841984976602,3.4435261707989
434,"feasible",5,50,0.5224,2.83622024929308,2.09380234505863
435,"feasible",5,50,0.6096,3.19087979185827,2.56147540983607
436,"feasible",5,50,0.7152,3.9185430073865,3.51123595505618
437,"feasible",5,50,0.6056,3.31647070912739,2.53549695740365
438,"feasible",5,50,0.3192,2.04991742477882,1.46886016451234
