"richness","abundance","mean","sd"
66,19238,43.1572800244092,2.89738091007808
67,2679,40.6978519845331,3.83976914832203
67,18898,43.5889913028685,3.03283040773003
68,10807,43.8843332556889,3.19635009365417
68,13268,43.9988011942617,3.1113360883146
68,19645,44.2722488910574,2.97093358508736
69,8627,44.0912448933901,3.25127364248906
69,9562,44.2956098948427,3.26634349393051
69,15295,44.7448955138083,3.21183153171237
70,1412,39.7576566427701,4.76709230400199
70,7689,44.6253269386157,3.2401725780925
70,10243,45.0554889530859,3.26385084575188
70,11024,45.05057491808,3.15952553277144
71,1915,41.2596871381366,4.36533543334506
71,2420,42.3151724172243,4.08706166881482
71,8750,45.389517886015,3.25669032205922
72,14679,46.5570009314668,3.14096743414189
72,15534,46.7105112488415,3.33258641405717
74,213,38.9223543850068,6.34487501586701
74,9765,47.3350775051808,3.48184695112536
74,12459,47.6219085808812,3.32454345347631
75,6374,47.0535410772304,3.73330507472094
75,16724,48.6031778903116,3.37251573391341
76,622,38.18083643989,6.25588625439122
76,12412,48.8857683240793,3.31140122860515
76,16121,49.1908980078764,3.37974271108402
77,2328,44.9081045608565,4.45702985802121
77,5109,47.4081533884406,3.80932412130336
77,7394,48.3934502281063,3.70006514534155
77,17963,49.8701166968637,3.2115511766111
78,14706,50.2126822432054,3.37091853579621
79,3663,47.5150364326001,4.24162463385085
79,4380,48.5139742983438,4.00928522392523
79,5495,49.1396746457342,3.88155040103376
79,12290,50.6494340460638,3.50525175604841
79,14227,50.7932767379871,3.41735604460695
79,19747,51.117947929508,3.27666440027649
80,4859,49.0589276648452,3.92323089024111
80,18111,51.7508038757467,3.3594035946278
81,9263,51.2560256943658,3.80834453131734
82,6052,50.8612933013749,4.06344050498246
82,7739,51.3958166672048,3.91495066091654
82,8817,51.6522762586201,3.6746061210864
82,16741,52.9038148843979,3.42749123141694
82,18322,53.0179755047727,3.4321360044767
83,12975,52.8774445131564,3.60746234609181
84,2841,48.8298736465509,4.74114086050481
84,10529,53.109625285171,3.78526908013171
84,14322,53.7822931423774,3.60696025019271
85,17115,54.5078948230159,3.56185906841705
85,17249,54.5806712855853,3.52445346321394
86,2853,49.8942892567418,4.76591775468327
86,4857,52.26223927258,4.39590110994707
86,8049,53.8070065184584,3.9104483260061
86,13435,54.8233917908555,3.60798631850143
86,18649,55.5196189528179,3.55639269387828
87,3046,50.5312704001444,4.75096977570307
87,4642,52.3458579469722,4.32198245323712
87,19782,55.9151320528087,3.538972963106
88,217,46.8341609370184,6.95882074478081
88,5631,53.6293053044101,4.1583735391374
88,13692,56.1786244639594,3.66756672041233
89,13527,56.5154593102429,3.85661492750467
90,2264,50.3395181225333,5.59427586195821
91,809,44.2275781707116,6.75845475824714
91,13642,57.6638708905425,3.7879447838087
91,18615,58.2342927640823,3.81937976314937
92,4100,54.2488542206177,4.86716106833472
92,9614,57.7223177587185,4.04057532500783
92,12577,58.2425655641785,3.83594280468328
92,15391,58.5944278085505,3.71339296153159
92,17143,58.6047287254079,3.64995419596562
92,18097,58.9507874347928,3.78888536975376
92,19130,59.0158599673245,3.7604998115712
93,10428,58.5117314355668,3.82869382487363
93,12079,58.7669538181247,3.94155658442875
93,14180,59.20915598394,3.98719316668337
94,5805,56.7834907017771,4.44872337646539
94,15155,59.7930277933878,3.93880573338725
95,14759,60.4297862580015,3.82039132852919
96,10004,59.9283221729615,4.07682920876745
96,18927,61.6043324727824,3.79830635892988
97,3669,56.3225490910461,4.98895728335327
97,7722,59.7303229988019,4.44719138252533
98,4485,57.4495782754671,5.25289442979227
98,13513,62.0529900243097,4.05855207417278
98,15152,61.8619590652216,4.00519450845126
99,10742,61.5717241495613,4.18305610903965
100,227,53.3892242929631,7.77354741104719
100,2985,56.1024588129986,5.39502584303397
100,3070,56.4168257772621,5.66627325231978
100,18022,63.7751832153595,4.1581305682942
100,18077,63.6411490086744,4.01006205738029
100,19979,63.6470652955938,3.83293842403391
101,722,46.5196998765973,7.49029987297317
101,19399,64.3156349182204,3.99110783305943
102,5133,60.2332590028852,4.87067139184483
102,10957,63.5296333405485,4.43358065141207
102,11574,63.5808934185157,4.53125459241246
103,4650,59.9940433906699,4.98717909646029
103,11058,64.2645041220437,4.39794438135332
103,15199,65.1343640039284,4.31548689565619
104,1793,53.1851653619085,6.341450114182
104,5168,61.2274216416295,5.10313674984454
104,11389,64.4706723237909,4.36961622760379
105,10609,65.2770792979612,4.50160631317216
106,5053,61.9124085081036,5.28584071880137
106,6753,63.8695802507386,4.75994504065543
106,10356,65.251018142837,4.46700762972002
106,16798,67.233327385233,4.08297761439403
108,6012,63.6809155894302,4.90984072157398
108,14817,67.8001373643633,4.45065645072013
109,5750,64.0771115631267,5.24126613222022
109,10510,67.436149215221,4.71828731323843
109,10575,67.2580708909777,4.5803756506834
109,16800,68.659727886524,4.38399851037606
110,8675,66.7165592048191,4.71105950450794
110,9222,67.2130684045349,4.79620924999207
110,10771,67.8335739373848,4.63367792524404
111,166,76.9840567343169,6.96619124610078
111,17693,69.9644384123052,4.29045611745465
112,12341,69.2175139778209,4.74366942783412
112,13722,69.7352612225348,4.50540091084333
112,16672,70.3536348062684,4.40608493223388
112,16695,70.3344311056701,4.35326888515909
112,17011,70.7211590492377,4.35065061516253
112,17978,70.5247082182704,4.21654944028154
112,18538,70.883495240739,4.23905791237744
112,19040,70.7626590830319,4.27057690261456
113,3520,62.2053957700605,6.04887986005937
113,7119,67.0890274490373,5.25017962572318
113,17521,70.7918029611681,4.43462277077664
114,5244,65.8789226971729,5.60716954568417
115,6109,67.0758815610867,5.3752064768796
117,18079,73.4070448572844,4.52929292165889
118,16699,73.5042541393021,4.50080783205385
119,468,52.2937698657682,8.63227393211471
119,876,51.9758099735246,8.29135992342113
119,2528,61.4801229543433,6.85126519964819
119,7524,70.3547545505561,5.46610017091903
119,16163,74.1076001079003,4.85587301775922
120,4273,66.6009689503976,6.34258892257708
120,10262,72.714444285058,5.05822911500855
121,5771,69.1039334503328,5.80100267409669
121,6485,70.455747935499,5.81086260807065
121,8745,72.0862137058749,5.23721780984182
121,9146,72.4880361792972,5.43238045939613
121,9324,72.7513356503484,5.19475421126944
121,11101,73.8799816411645,5.04523571252557
121,17620,75.7468990602662,4.39402420604162
122,8572,72.5926006219571,5.4843430749143
122,14340,75.3834500534977,4.81035751307698
122,14348,75.4891015232767,4.6417308549507
123,10709,74.5668565151709,5.01888780280704
124,4923,69.3832545121418,6.06908299707946
124,12776,75.9183127323939,4.90754301824918
125,3348,66.4199597022069,6.84523384948987
125,13580,76.5487584663883,5.1216897723495
127,9056,75.5723949786175,5.42337022432378
127,12649,77.5786896714805,4.99747914046107
127,14751,78.2712002238534,4.9650288792874
128,830,54.7535969736172,8.55176206072561
128,2196,63.0942368383943,7.56198346112222
128,6109,72.5652396229121,6.11781393174583
128,16041,79.2110706596424,5.04741506087573
129,7622,75.2378348422957,5.96213650251134
129,7729,75.2442932226108,5.80364427517999
130,12496,78.8492633544464,5.25499625345259
130,16309,80.217605909266,4.88319505387959
130,16693,80.4961669152655,5.09129865899619
131,5071,72.5729690209338,6.67629058532831
131,6507,74.9655145450946,6.16880983645907
131,15569,80.5635495458966,5.05663341706334
132,10258,78.4432983541441,5.69938411989032
132,14090,80.7024377588178,5.04590317010702
132,19212,81.8841031910898,4.93430367691349
133,552,56.1828058830752,9.34938300845362
133,3428,69.129720118062,6.99749943827923
133,18616,82.3303602393575,5.11538525515751
134,555,56.4699966992207,8.98079747488576
134,938,56.3720665985678,9.49445048035607
134,2383,65.9293576590589,8.21799576493056
134,6306,75.5558243651048,6.31744307350858
134,9199,78.9979309435447,5.70794522944182
134,9782,79.2574825077567,5.86006127835632
135,158,116.836820930147,4.80848388997424
135,1698,62.1972186622381,8.70257541570358
135,7314,77.2604929823367,6.10726347029636
135,16517,83.0933288288985,5.2590878044447
135,17053,83.1897909083153,5.17941244893805
136,1752,62.3704622215635,8.3928653537092
137,13632,83.1429861803142,5.38637481271613
138,2871,68.6106372443849,8.02972335951446
139,2299,66.0628649148498,8.12725590921634
139,16036,84.9401932750478,5.22436620271915
140,4967,75.1968093046381,6.8086220218718
140,16629,85.3555396103098,5.37151917062678
140,18041,86.1424215513167,5.40621626120361
141,4847,75.8387444030267,7.4201970742215
141,9254,81.9318002068874,6.06961055697466
142,10596,83.6807537842043,6.03181774713094
142,13163,85.5364893782306,5.53403387605965
144,1715,63.9400049217173,8.85254131370156
144,13042,86.3050219661136,5.68719949724571
144,14441,86.9613173631491,5.40554384058011
144,16329,87.6202401854289,5.43805730890948
146,7091,81.759827405789,6.80554198885921
146,15314,88.1301346276803,5.70603766844131
147,2134,67.1397503995336,8.78449549888716
147,10120,85.6970394155044,6.28283314622528
148,8601,84.8335127202723,6.57948410988862
148,14251,88.5659617257751,5.55386117775659
148,18586,90.5031289566379,5.62581957264002
149,2809,71.1217971392388,8.45739054168761
149,3921,75.5497182903449,8.12175078662167
149,7332,83.2086299198296,6.77431732494665
149,9939,86.0757123222914,6.34221399204887
149,11305,87.4726835988267,6.10011224933893
150,19413,91.4326499820558,5.61190919078422
151,11397,88.2498104363847,6.221155491743
151,14893,90.6913537724307,5.894133488964
151,16386,91.3786968323871,5.68877434397475
151,16918,91.4615269734267,5.5501174126061
152,1076,61.4881648902809,9.76494906170916
152,1545,64.8323709097714,9.51823552240109
152,9528,87.0800838167276,6.65292525083811
152,11469,88.8380970108729,6.18531668580396
153,5535,81.2414713700084,7.58200426087031
153,10588,88.7891534270457,6.34277955580279
153,17087,92.4696083251019,5.85857333126988
154,156,152.995832992064,0.256712625403018
154,3837,76.8820232117622,8.08413699800229
155,2564,71.3212222665484,8.51511027563957
155,4423,79.2441724579703,7.71198362696845
155,4476,79.1593371125761,7.83974531974392
155,6730,84.6294729118309,6.94711543434383
155,9091,87.7343531943756,6.91294287858762
155,10895,89.6706165381669,6.23862052816471
155,14984,92.3579266082444,6.06743260675546
156,603,63.0988936997427,9.83078244112171
156,4406,79.6520119301864,8.10594049008759
156,7605,86.4297119410463,6.85530122776239
156,11624,91.0673717293913,6.45818185754011
156,14779,93.1645754550017,5.93218970215143
156,19338,95.1065697845916,5.76473463819589
157,312,83.4348472442863,10.0991569434289
157,5777,83.403069238173,7.83949796102736
158,17750,95.2750723726148,5.92579751757489
158,17761,95.0921662999169,5.71087367675008
159,6207,85.0302273836467,7.29509993143974
159,13516,93.3776612166741,6.15954045428546
160,16913,95.8081253440589,6.17423103922892
161,17106,96.8070489519132,5.94353624799613
162,8301,89.6914249722402,6.90444823000196
162,15151,96.1925862282432,6.33137193524867
163,1856,69.0806287447861,9.8401300422795
163,15838,96.7546614740654,6.09305504204302
163,17188,97.4181913728835,6.17755992372083
164,3514,78.8787251478842,8.65295773606664
164,13417,95.8490184794218,6.32303614168598
164,14291,96.3455207338028,6.56017999327266
165,381,79.2059447282555,11.1531324182263
165,6257,87.4388743865583,7.86204548928167
165,7191,89.0187237863658,7.23051358609624
165,9660,92.8066288989672,7.02301454474232
166,2128,71.4013373734666,10.0786831615125
166,17599,99.3454074286826,6.1885106927877
166,18154,99.4610094809847,5.85454016485215
168,3438,79.0877854861813,9.23432299971963
169,3509,79.6066732036422,9.38902503144465
169,9826,94.454853905304,7.09576200213508
169,12602,97.5571907410451,6.74898818769024
169,18711,100.961342795983,5.98043560280774
170,4197,82.4373223309391,8.993064243637
170,4319,83.1385908477214,9.111688874213
171,1063,66.1434977058836,10.7562320620318
171,5223,86.3362475616044,8.66618605076075
171,7351,92.0554865740379,7.82222602336954
171,10404,95.9832004509001,7.00606084526671
171,14155,99.7068928164311,6.5966248620641
171,14511,99.8268424222961,6.55319464762246
172,2517,76.0560408975804,9.8557476324038
172,5738,88.2348459632921,8.40342932103013
172,11554,98.1358225606578,6.74668050573812
172,14735,100.286799238466,6.51388509575381
173,13229,100.035836843258,6.90834801911945
174,18561,103.25065536935,6.5241521065808
175,9509,97.0791826939481,7.73486086773768
175,12842,100.731784982687,6.9103369516936
176,7929,94.7215068540137,7.61697161423683
176,8310,95.0053302926983,7.82395123191606
176,11757,100.040459225501,7.06457424330665
176,13165,101.130473992504,7.00769646750403
176,19805,105.29111445654,6.43038610178596
177,4232,85.064790063819,9.43487312724802
177,17330,104.359790277197,6.61838577735601
178,16729,104.734517745362,6.7837502717573
178,17983,105.184391294766,6.71804833674095
179,780,68.6773779070362,10.837522776939
179,7919,95.4868870453942,7.96081059768669
179,11595,100.473271645491,7.34440370701482
179,17649,105.417217687747,6.52916873965242
180,1450,69.8887355082341,10.8370578552993
180,6389,92.5953903556231,8.10247292407981
180,13391,103.076446304356,6.8574176201243
180,14658,104.204322237282,6.86014530809786
181,9751,99.5849191480455,8.05201664426326
181,13306,103.566968242479,7.09683458785989
181,17049,106.328851001389,6.75597942629444
182,922,69.2200354563589,11.008643369664
182,6119,93.2538514249336,8.97070498244937
182,17017,106.718681385315,6.84961915696935
183,2881,80.0086383669619,10.4927793723816
183,6883,94.8813630434905,8.14206012877044
185,11343,103.265107358226,7.62974609081291
185,12530,103.973785074261,7.31279288778472
185,18673,109.016172796002,6.69230370569272
186,17165,108.476590485082,6.66510004679107
187,7798,97.8795538024011,8.26291184365366
187,18229,109.818277643449,6.74958975813934
188,8313,99.3440686018309,8.28877118998638
189,2006,75.3082847331369,10.7790443691127
189,13480,106.741567463883,7.40343584882841
189,14755,107.791123525146,7.15524822128671
191,4158,87.6541813951652,9.74663168309422
191,8159,99.7621080918452,8.45263574586582
191,9671,102.899304734465,8.05641763976654
192,685,74.7965413166397,11.7043185434212
192,4385,89.2807564438364,9.49610478241778
193,7985,100.599051475364,8.67035669866025
193,10022,103.90304058423,8.34173615877086
194,7026,98.4627727069051,8.7359440483342
194,9173,102.598145545594,8.37922831361731
195,6664,98.0878759752725,8.9252080782171
197,9201,104.761059198494,8.51546690358647
197,11839,108.561074109492,8.08996625481836
198,9419,105.090446073338,8.43381400131512
198,14445,111.367928312228,7.43711824883263
199,1610,74.5029825192774,11.2823832000205
200,7366,100.945907331852,9.72750656395836
200,18176,115.71417402452,7.30547013114074
